x,cp
1.0,0.25146
0.999,0.22974
0.99797,0.2287
0.99689,0.22402
0.99578,0.21918
0.99463,0.21389
0.99344,0.20878
0.9922,0.20384
0.99092,0.19908
0.9896,0.19444
0.98823,0.18989
0.98681,0.18541
0.98534,0.18098
0.98381,0.17657
0.98224,0.17219
0.98061,0.16782
0.97892,0.16346
0.97718,0.1591
0.97537,0.15474
0.9735,0.15037
0.97157,0.14601
0.96957,0.14163
0.9675,0.13725
0.96537,0.13286
0.96316,0.12847
0.96087,0.12406
0.95852,0.11965
0.95608,0.11522
0.95356,0.11079
0.95096,0.10635
0.94827,0.1019
0.9455,0.097435
0.94264,0.092969
0.93969,0.088497
0.93664,0.084015
0.9335,0.079527
0.93025,0.07504
0.92691,0.070542
0.92347,0.066038
0.91991,0.061535
0.91626,0.057026
0.91249,0.052512
0.9086,0.047998
0.90461,0.043478
0.9005,0.038954
0.89626,0.034429
0.89191,0.029905
0.88744,0.025375
0.88284,0.020845
0.87811,0.016304
0.87325,0.011769
0.86827,0.0072282
0.86315,0.0026824
0.85789,-0.0018687
0.8525,-0.0064199
0.84698,-0.010982
0.84132,-0.015543
0.83551,-0.020116
0.82957,-0.024693
0.82349,-0.029276
0.81727,-0.03387
0.8109,-0.038474
0.80439,-0.043089
0.79774,-0.047714
0.79095,-0.052355
0.78402,-0.057012
0.77694,-0.06168
0.76973,-0.066369
0.76238,-0.071074
0.75489,-0.075794
0.74726,-0.080542
0.7395,-0.08531
0.7316,-0.090105
0.72358,-0.094921
0.71543,-0.099769
0.70715,-0.10464
0.69875,-0.10955
0.69023,-0.11448
0.6816,-0.11945
0.67286,-0.12445
0.66401,-0.12949
0.65505,-0.13456
0.646,-0.13967
0.63686,-0.14482
0.62763,-0.15
0.61831,-0.15522
0.60892,-0.16049
0.59946,-0.16578
0.58993,-0.17112
0.58035,-0.17649
0.57071,-0.1819
0.56102,-0.18735
0.55129,-0.19283
0.54153,-0.19834
0.53174,-0.20387
0.52194,-0.20944
0.51212,-0.21503
0.50229,-0.22064
0.49246,-0.22627
0.48265,-0.23191
0.47284,-0.23756
0.46306,-0.24322
0.45331,-0.24888
0.44359,-0.25454
0.43391,-0.26018
0.42428,-0.26581
0.41471,-0.27143
0.4052,-0.27701
0.39575,-0.28257
0.38638,-0.28809
0.37708,-0.29356
0.36787,-0.29898
0.35875,-0.30435
0.34972,-0.30965
0.34079,-0.31488
0.33197,-0.32004
0.32325,-0.32511
0.31465,-0.3301
0.30616,-0.33499
0.2978,-0.33978
0.28955,-0.34446
0.28144,-0.34902
0.27345,-0.35347
0.26559,-0.3578
0.25787,-0.362
0.25029,-0.36606
0.24284,-0.36998
0.23553,-0.37376
0.22837,-0.37739
0.22134,-0.38087
0.21446,-0.38419
0.20772,-0.38735
0.20112,-0.39034
0.19467,-0.39317
0.18837,-0.39583
0.1822,-0.39831
0.17618,-0.40062
0.1703,-0.40275
0.16456,-0.40468
0.15897,-0.40644
0.15351,-0.40801
0.14819,-0.40939
0.14301,-0.41057
0.13797,-0.41156
0.13306,-0.41235
0.12828,-0.41293
0.12363,-0.41331
0.11911,-0.41348
0.11472,-0.41344
0.11046,-0.41318
0.10631,-0.4127
0.10229,-0.412
0.098386,-0.41106
0.094598,-0.40989
0.090925,-0.40849
0.087364,-0.40684
0.083912,-0.40493
0.080568,-0.40277
0.07733,-0.40035
0.074194,-0.39764
0.071158,-0.39466
0.068221,-0.39139
0.06538,-0.38781
0.062633,-0.38392
0.059977,-0.37971
0.05741,-0.37517
0.05493,-0.37028
0.052535,-0.36503
0.050222,-0.35941
0.04799,-0.35339
0.045837,-0.34698
0.043759,-0.34014
0.041756,-0.33286
0.039825,-0.32513
0.037964,-0.31692
0.036171,-0.3082
0.034445,-0.29899
0.032783,-0.28923
0.031184,-0.27891
0.029646,-0.26801
0.028167,-0.25651
0.026746,-0.24438
0.02538,-0.23159
0.024068,-0.21815
0.022809,-0.20401
0.021601,-0.18915
0.020443,-0.17354
0.019333,-0.15717
0.018269,-0.14003
0.01725,-0.1221
0.016276,-0.10336
0.015343,-0.083826
0.014452,-0.063455
0.013601,-0.042241
0.012789,-0.020063
0.012014,0.0027195
0.011275,0.026482
0.010572,0.051087
0.0099023,0.076264
0.0092657,0.10242
0.008661,0.12922
0.008087,0.1567
0.0075428,0.18482
0.0070272,0.21352
0.0065393,0.24271
0.006078,0.27232
0.0056425,0.30227
0.0052316,0.33248
0.0048446,0.36283
0.0044803,0.39324
0.004138,0.42359
0.0038166,0.45378
0.0035153,0.4837
0.0032332,0.51324
0.0029694,0.54231
0.0027231,0.57081
0.0024934,0.59864
0.0022795,0.62572
0.0020806,0.65197
0.0018959,0.67731
0.0017246,0.70169
0.001566,0.72506
0.0014194,0.74739
0.001284,0.76863
0.0011592,0.78877
0.0010443,0.80782
0.00093876,0.82575
0.00084191,0.84257
0.00075319,0.85831
0.00067206,0.87298
0.00059799,0.88661
0.00053051,0.89924
0.00046913,0.91089
0.00041342,0.92161
0.00036295,0.93144
0.00031735,0.94043
0.00027624,0.94861
0.00023927,0.95604
0.00020611,0.96276
0.00017648,0.96881
0.00015008,0.97423
0.00012665,0.97908
0.00010594,0.98338
8.773e-05,0.98719
7.1803e-05,0.99053
5.7964e-05,0.99345
4.6029e-05,0.99597
3.5831e-05,0.99813
2.7213e-05,0.99997
2.003e-05,1.0015
1.4151e-05,1.0028
9.4511e-06,1.0038
5.8186e-06,1.0045
3.1491e-06,1.0051
1.3469e-06,1.0055
3.2412e-07,1.0057
0.0,1.0058
3.2412e-07,1.0057
1.3469e-06,1.0055
3.1491e-06,1.0051
5.8186e-06,1.0045
9.4511e-06,1.0038
1.4151e-05,1.0028
2.003e-05,1.0015
2.7213e-05,0.99997
3.5831e-05,0.99814
4.6029e-05,0.99598
5.7964e-05,0.99345
7.1803e-05,0.99054
8.773e-05,0.98719
0.00010594,0.98339
0.00012665,0.97908
0.00015008,0.97424
0.00017648,0.96881
0.00020611,0.96276
0.00023927,0.95605
0.00027624,0.94862
0.00031735,0.94044
0.00036295,0.93145
0.00041342,0.92162
0.00046913,0.9109
0.00053051,0.89925
0.00059799,0.88662
0.00067206,0.87299
0.00075319,0.85832
0.00084191,0.84258
0.00093876,0.82576
0.0010443,0.80783
0.0011592,0.78879
0.001284,0.76864
0.0014194,0.7474
0.001566,0.72507
0.0017246,0.7017
0.0018959,0.67732
0.0020806,0.65198
0.0022795,0.62573
0.0024934,0.59866
0.0027231,0.57083
0.0029694,0.54233
0.0032332,0.51326
0.0035153,0.48372
0.0038166,0.45379
0.004138,0.4236
0.0044803,0.39325
0.0048446,0.36285
0.0052316,0.33249
0.0056425,0.30229
0.006078,0.27234
0.0065393,0.24273
0.0070272,0.21354
0.0075428,0.18484
0.008087,0.15671
0.008661,0.12924
0.0092657,0.10244
0.0099023,0.07628
0.010572,0.051103
0.011275,0.026498
0.012014,0.0027354
0.012789,-0.020042
0.013601,-0.042225
0.014452,-0.063439
0.015343,-0.083811
0.016276,-0.10334
0.01725,-0.12208
0.018269,-0.14002
0.019333,-0.15716
0.020443,-0.17352
0.021601,-0.18913
0.022809,-0.20399
0.024068,-0.21814
0.02538,-0.23157
0.026746,-0.24437
0.028167,-0.25649
0.029646,-0.26799
0.031184,-0.2789
0.032783,-0.28922
0.034445,-0.29898
0.036171,-0.30819
0.037964,-0.3169
0.039825,-0.32512
0.041756,-0.33285
0.043759,-0.34013
0.045837,-0.34697
0.04799,-0.35338
0.050222,-0.3594
0.052535,-0.36502
0.05493,-0.37027
0.05741,-0.37516
0.059977,-0.3797
0.062633,-0.38391
0.06538,-0.3878
0.068221,-0.39138
0.071158,-0.39465
0.074194,-0.39763
0.07733,-0.40034
0.080568,-0.40276
0.083912,-0.40492
0.087364,-0.40683
0.090925,-0.40848
0.094598,-0.40989
0.098386,-0.41105
0.10229,-0.41199
0.10631,-0.41269
0.11046,-0.41317
0.11472,-0.41343
0.11911,-0.41347
0.12363,-0.4133
0.12828,-0.41292
0.13306,-0.41234
0.13797,-0.41155
0.14301,-0.41057
0.14819,-0.40938
0.15351,-0.40801
0.15897,-0.40644
0.16456,-0.40468
0.1703,-0.40274
0.17618,-0.40061
0.1822,-0.39831
0.18837,-0.39582
0.19467,-0.39317
0.20112,-0.39034
0.20772,-0.38734
0.21446,-0.38418
0.22134,-0.38086
0.22837,-0.37738
0.23553,-0.37375
0.24284,-0.36998
0.25029,-0.36606
0.25787,-0.36199
0.26559,-0.3578
0.27345,-0.35347
0.28144,-0.34902
0.28955,-0.34445
0.2978,-0.33977
0.30616,-0.33498
0.31465,-0.33009
0.32325,-0.32511
0.33197,-0.32003
0.34079,-0.31488
0.34972,-0.30964
0.35875,-0.30434
0.36787,-0.29898
0.37708,-0.29355
0.38638,-0.28808
0.39575,-0.28256
0.4052,-0.27701
0.41471,-0.27142
0.42428,-0.26581
0.43391,-0.26018
0.44359,-0.25453
0.45331,-0.24888
0.46306,-0.24322
0.47284,-0.23756
0.48265,-0.23191
0.49246,-0.22626
0.50229,-0.22064
0.51212,-0.21503
0.52194,-0.20944
0.53174,-0.20387
0.54153,-0.19833
0.55129,-0.19282
0.56102,-0.18734
0.57071,-0.1819
0.58035,-0.17649
0.58993,-0.17111
0.59946,-0.16578
0.60892,-0.16048
0.61831,-0.15522
0.62763,-0.15
0.63686,-0.14481
0.646,-0.13967
0.65505,-0.13456
0.66401,-0.12949
0.67286,-0.12445
0.6816,-0.11945
0.69023,-0.11448
0.69875,-0.10954
0.70715,-0.10464
0.71543,-0.099763
0.72358,-0.094916
0.7316,-0.0901
0.7395,-0.085305
0.74726,-0.080536
0.75489,-0.075789
0.76238,-0.071068
0.76973,-0.066364
0.77694,-0.061675
0.78402,-0.057007
0.79095,-0.05235
0.79774,-0.047709
0.80439,-0.043083
0.8109,-0.038469
0.81727,-0.033865
0.82349,-0.029271
0.82957,-0.024688
0.83551,-0.02011
0.84132,-0.015538
0.84698,-0.010971
0.8525,-0.0064146
0.85789,-0.0018634
0.86315,0.0026877
0.86827,0.0072335
0.87325,0.011774
0.87811,0.016315
0.88284,0.02085
0.88744,0.02538
0.89191,0.02991
0.89626,0.03444
0.9005,0.038964
0.90461,0.043484
0.9086,0.048003
0.91249,0.052522
0.91626,0.057031
0.91991,0.061545
0.92347,0.066049
0.92691,0.070552
0.93025,0.075045
0.9335,0.079538
0.93664,0.084026
0.93969,0.088502
0.94264,0.092979
0.9455,0.097446
0.94827,0.1019
0.95096,0.10635
0.95356,0.1108
0.95608,0.11523
0.95852,0.11966
0.96087,0.12407
0.96316,0.12848
0.96537,0.13287
0.9675,0.13726
0.96957,0.14164
0.97157,0.14602
0.9735,0.15039
0.97537,0.15475
0.97718,0.15911
0.97892,0.16347
0.98061,0.16783
0.98224,0.1722
0.98381,0.17658
0.98534,0.18099
0.98681,0.18543
0.98823,0.18991
0.9896,0.19445
0.99092,0.19909
0.9922,0.20385
0.99344,0.2088
0.99463,0.21391
0.99578,0.21919
0.99689,0.22404
0.99797,0.22872
0.999,0.22977
1.0,0.25149
